"date","reg_code","reg_name","population","cases","deaths","hospital","icu","cases_prev_week","deaths_prev_week","hospital_prev_week","icu_prev_week"
2020-01-01,"ESAR","Aragón",1319291,1,0,0,0,1,0,0,0
2020-01-02,"ESAR","Aragón",1319291,0,0,0,0,1,0,0,0
2020-01-03,"ESAR","Aragón",1319291,0,0,0,0,1,0,0,0
2020-01-04,"ESAR","Aragón",1319291,0,0,0,0,1,0,0,0
2020-01-05,"ESAR","Aragón",1319291,0,0,0,0,1,0,0,0
2020-01-06,"ESAR","Aragón",1319291,0,0,0,0,1,0,0,0
2020-01-07,"ESAR","Aragón",1319291,0,0,0,0,1,0,0,0
2020-01-08,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-09,"ESAR","Aragón",1319291,0,0,1,0,0,0,1,0
2020-01-10,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-01-11,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-01-12,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-01-13,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-01-14,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-01-15,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-01-16,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-17,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-18,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-19,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-20,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-21,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-22,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-23,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-24,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-25,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-26,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-01-27,"ESAR","Aragón",1319291,0,0,1,0,0,0,1,0
2020-01-28,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-01-29,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-01-30,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-01-31,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-02-01,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-02-02,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-02-03,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-02-04,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-02-05,"ESAR","Aragón",1319291,0,0,0,0,0,0,0,0
2020-02-06,"ESAR","Aragón",1319291,0,0,1,0,0,0,1,0
2020-02-07,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-02-08,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-02-09,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-02-10,"ESAR","Aragón",1319291,0,0,1,0,0,0,2,0
2020-02-11,"ESAR","Aragón",1319291,0,0,0,0,0,0,2,0
2020-02-12,"ESAR","Aragón",1319291,0,0,0,0,0,0,2,0
2020-02-13,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-02-14,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,0
2020-02-15,"ESAR","Aragón",1319291,0,0,0,1,0,0,1,1
2020-02-16,"ESAR","Aragón",1319291,0,0,1,0,0,0,2,1
2020-02-17,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,1
2020-02-18,"ESAR","Aragón",1319291,0,0,0,0,0,0,1,1
2020-02-19,"ESAR","Aragón",1319291,0,0,1,0,0,0,2,1
2020-02-20,"ESAR","Aragón",1319291,0,0,1,0,0,0,3,1
2020-02-21,"ESAR","Aragón",1319291,0,0,0,0,0,0,3,1
2020-02-22,"ESAR","Aragón",1319291,0,0,1,0,0,0,4,0
2020-02-23,"ESAR","Aragón",1319291,0,0,0,2,0,0,3,2
2020-02-24,"ESAR","Aragón",1319291,1,0,0,0,1,0,3,2
2020-02-25,"ESAR","Aragón",1319291,0,0,0,0,1,0,3,2
2020-02-26,"ESAR","Aragón",1319291,0,0,1,0,1,0,3,2
2020-02-27,"ESAR","Aragón",1319291,0,0,3,0,1,0,5,2
2020-02-28,"ESAR","Aragón",1319291,1,0,1,1,2,0,6,3
2020-02-29,"ESAR","Aragón",1319291,0,0,2,1,2,0,7,4
2020-03-01,"ESAR","Aragón",1319291,0,0,0,0,2,0,7,2
2020-03-02,"ESAR","Aragón",1319291,0,0,1,0,1,0,8,2
2020-03-03,"ESAR","Aragón",1319291,0,0,2,1,1,0,10,3
2020-03-04,"ESAR","Aragón",1319291,2,0,0,0,3,0,9,3
2020-03-05,"ESAR","Aragón",1319291,3,0,3,1,6,0,9,4
2020-03-06,"ESAR","Aragón",1319291,3,0,4,0,8,0,12,3
2020-03-07,"ESAR","Aragón",1319291,8,0,5,1,16,0,15,3
2020-03-08,"ESAR","Aragón",1319291,13,2,5,0,29,2,20,3
2020-03-09,"ESAR","Aragón",1319291,5,2,8,2,34,4,27,5
2020-03-10,"ESAR","Aragón",1319291,6,1,5,1,40,5,30,5
2020-03-11,"ESAR","Aragón",1319291,18,0,8,1,56,5,38,6
2020-03-12,"ESAR","Aragón",1319291,20,3,16,1,73,8,51,6
2020-03-13,"ESAR","Aragón",1319291,20,0,6,2,90,8,53,8
2020-03-14,"ESAR","Aragón",1319291,39,1,15,4,121,9,63,11
2020-03-15,"ESAR","Aragón",1319291,32,1,19,6,140,8,77,17
2020-03-16,"ESAR","Aragón",1319291,36,4,25,6,171,10,94,21
2020-03-17,"ESAR","Aragón",1319291,37,0,19,7,202,9,108,27
2020-03-18,"ESAR","Aragón",1319291,72,3,28,7,256,12,128,33
2020-03-19,"ESAR","Aragón",1319291,92,6,43,10,328,15,155,42
2020-03-20,"ESAR","Aragón",1319291,105,5,61,10,413,20,210,50
2020-03-21,"ESAR","Aragón",1319291,116,4,76,9,490,23,271,55
2020-03-22,"ESAR","Aragón",1319291,103,11,59,9,561,33,311,58
2020-03-23,"ESAR","Aragón",1319291,120,11,85,14,645,40,371,66
2020-03-24,"ESAR","Aragón",1319291,200,10,134,27,808,50,486,86
2020-03-25,"ESAR","Aragón",1319291,235,24,129,16,971,71,587,95
2020-03-26,"ESAR","Aragón",1319291,240,19,135,18,1119,84,679,103
