"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT01",714200,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT02",152758,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT03",848185,0.0303030303030303,0.0206666666666667,0.0121951219512195,0.00888888888888889,264,5,0.0303030303030303,0.0206666666666667,0.0121951219512195,0.00888888888888889
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT04",136252,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT05",196264,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT06",430104,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT07",166706,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT08",451006,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT09",160939,0,0,0,0,20,1,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT10",470930,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT11",2250533,0.035,0.0472222222222222,0,0,200,3,0.035,0.0472222222222222,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT12",118506,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT13",1817117,0.0258064516129032,0.0314285714285714,0.0043010752688172,0.00266666666666667,465,5,0.0258064516129032,0.0314285714285714,0.0043010752688172,0.00266666666666667
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT14",453638,0,0,NA,NA,300,3,0,0,NA,NA
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT15",851258,0.1875,0.1875,0,0,16,1,0.1875,0.1875,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT16",244836,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT17",206661,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT18",377653,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT20",245766,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-11,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0294453736854287,1315,0.00179662133691984,1015,0.0303602623193066,0.00411216594797411,"PT30",267785,0,0,0,0,50,1,0,0,0,0
