"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT01",714200,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT02",152758,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT03",848185,0.0303030303030303,0.0206666666666667,0.0121951219512195,0.00888888888888889,264,5,0.0303030303030303,0.0206666666666667,0.0121951219512195,0.00888888888888889
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT04",136252,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT05",196264,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT06",430104,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT07",166706,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT08",451006,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT09",160939,0,0,0,0,20,1,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT10",470930,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT11",2250533,0.035,0.0472222222222222,0,0,200,3,0.035,0.0472222222222222,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT12",118506,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT13",1817117,0.0247787610619469,0.0295238095238095,0.00530973451327434,0.00388888888888889,565,6,0.0247787610619469,0.0295238095238095,0.00530973451327434,0.00388888888888889
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT14",453638,0,0,NA,NA,300,3,0,0,NA,NA
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT15",851258,0.0258620689655172,0.09375,0,0,116,2,0.0258620689655172,0.09375,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT16",244836,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT17",206661,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT18",377653,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT20",245766,0,0,0,0,0,0,0,0,0,0
"PT",2020-11-09,10561097,0.0379746835443038,0.0189873417721519,158,2,0.0162400205040845,1515,0.0019779578983949,1215,0.018292666505492,0.00393533783434072,"PT30",267785,0,0,0,0,50,1,0,0,0,0
