"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","fatalities_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","fatalities_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","fatalities_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","fatalities_p_w_regs_only","fatalities_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","fatalities_p_w_regs","fatalities_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA05",1604270,0.04,0.0323809523809524,NA,NA,NA,NA,NA,NA,125,3,0.04,0.0323809523809524,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA07",1042855,0,0,NA,NA,NA,NA,NA,NA,60,2,0,0,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA09",2263676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA12",3258705,0,0,NA,NA,NA,NA,NA,NA,450,4,0,0,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA14",4387702,0,0,NA,NA,NA,NA,NA,NA,308,4,0,0,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA18",1249225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA21",1259497,0,0,NA,NA,NA,NA,NA,NA,65,2,0,0,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA23",1755663,0.005,0.005,NA,NA,NA,NA,NA,NA,400,2,0.005,0.005,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA26",1382721,0,0,NA,NA,NA,NA,NA,NA,100,1,0,0,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA30",2900920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA32",1731673,0.00930044480388192,0.0173147724383422,NA,NA,NA,NA,NA,NA,2473,30,0.00930044480388192,0.0173147724383422,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA35",974724,0.15,0.15,NA,NA,NA,NA,NA,NA,20,1,0.15,0.15,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA40",381685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA43",1963770,0.05,0.05,NA,NA,NA,NA,NA,NA,100,1,0.05,0.05,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA46",2535476,0.00658616904500549,0.005,NA,NA,NA,NA,NA,NA,911,6,0.00658616904500549,0.005,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA48",1159634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA51",2387282,0,0,NA,NA,NA,NA,NA,NA,400,2,0,0,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA53",1440684,0.057649667405765,0.053,NA,NA,NA,NA,NA,NA,451,5,0.057649667405765,0.053,NA,NA,NA,NA,NA,NA
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA56",1162049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA59",1115051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-09,45307223,0.0071609098567818,NA,NA,NA,2374,19,0,0,0,0,0,0,0.0071609098567818,0,0,0,"UA61",1066523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
