"","yhat","yhat_lower","yhat_upper","trend","trend_lower","trend_upper","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active","y","date"
"1",6.30070669833856e-15,0,0.112435540904597,6.30070669833856e-15,6.30070669833856e-15,6.30070669833856e-15,"FJ",889955,0,0,2,0,7,0,5,7,7.8655662364951e-06,0,5.6182615974965e-06,7.8655662364951e-06,0,2020-04-03
"2",6.35884772518605e-15,0,0.108631056287189,6.35884772518605e-15,6.35884772518605e-15,6.35884772518605e-15,"FJ",889955,5,0,7,0,12,0,9,12,1.34838278339916e-05,5.6182615974965e-06,1.01128708754937e-05,1.34838278339916e-05,0,2020-04-04
"3",6.41752525994677e-15,0,0.107498990119645,6.41752525994677e-15,6.41752525994677e-15,6.41752525994677e-15,"FJ",889955,0,0,7,0,12,0,8,12,1.34838278339916e-05,0,8.9892185559944e-06,1.34838278339916e-05,0,2020-04-05
"4",6.47674425335446e-15,0,0.117724691390537,6.47674425335446e-15,6.47674425335446e-15,6.47674425335446e-15,"FJ",889955,2,0,9,0,14,0,9,14,1.57311324729902e-05,2.2473046389986e-06,1.01128708754937e-05,1.57311324729902e-05,0,2020-04-06
"5",6.53650970182666e-15,0,0.112598299016762,6.53650970182666e-15,6.53650970182666e-15,6.53650970182666e-15,"FJ",889955,0,0,9,0,14,0,9,13,1.57311324729902e-05,0,1.01128708754937e-05,1.46074801534909e-05,0,2020-04-07
"6",6.59682664788654e-15,0,0.107922477670688,6.59682664788654e-15,6.59682664788654e-15,6.59682664788654e-15,"FJ",889955,1,0,10,0,15,0,10,14,1.68547847924895e-05,1.1236523194993e-06,1.1236523194993e-05,1.57311324729902e-05,0,2020-04-08
"7",6.65770018058786e-15,0,0.109360985998507,6.65770018058786e-15,6.65770018058786e-15,6.65770018058786e-15,"FJ",889955,0,0,8,0,15,0,10,13,1.68547847924895e-05,0,1.1236523194993e-05,1.46074801534909e-05,0,2020-04-09
"8",6.71913543610915e-15,0,0.1201044472464,6.71913543610915e-15,6.71913543610915e-15,6.71913543610915e-15,"FJ",889955,0,0,8,0,15,0,10,12,1.68547847924895e-05,0,1.1236523194993e-05,1.34838278339916e-05,0,2020-04-10
"9",6.78113759769695e-15,0,0.111624178210593,6.78113759769695e-15,6.78113759769695e-15,6.78113759769695e-15,"FJ",889955,1,0,4,0,16,0,11,12,1.79784371119888e-05,1.1236523194993e-06,1.23601755144923e-05,1.34838278339916e-05,0,2020-04-11
"10",6.84371189658992e-15,0,0.123214190107904,6.84371189658992e-15,6.84371189658992e-15,6.84371189658992e-15,"FJ",889955,0,0,4,0,16,0,11,11,1.79784371119888e-05,0,1.23601755144923e-05,1.23601755144923e-05,0,2020-04-12
"11",6.90686361229911e-15,0,0.101987094571191,6.90686361229911e-15,6.90686361229911e-15,6.90686361229911e-15,"FJ",889955,0,0,2,0,16,0,11,11,1.79784371119888e-05,0,1.23601755144923e-05,1.23601755144923e-05,0,2020-04-13
"12",6.97059807305323e-15,0,0.11780543879488,6.97059807305323e-15,6.97059807305323e-15,6.97059807305323e-15,"FJ",889955,0,0,2,0,16,0,9,11,1.79784371119888e-05,0,1.01128708754937e-05,1.23601755144923e-05,0,2020-04-14
"13",7.03492065624844e-15,0,0.111156527182456,7.03492065624844e-15,7.03492065624844e-15,7.03492065624844e-15,"FJ",889955,0,0,1,0,16,0,9,11,1.79784371119888e-05,0,1.01128708754937e-05,1.23601755144923e-05,0,2020-04-15
"14",7.09983678890175e-15,0,0.115934107457131,7.09983678890175e-15,7.09983678890175e-15,7.09983678890175e-15,"FJ",889955,0,0,1,0,16,0,4,11,1.79784371119888e-05,0,4.4946092779972e-06,1.23601755144923e-05,0,2020-04-16
"15",7.16535194810905e-15,0,0.110082352573422,7.16535194810905e-15,7.16535194810905e-15,7.16535194810905e-15,"FJ",889955,1,0,2,0,17,0,5,12,1.91020894314881e-05,1.1236523194993e-06,5.6182615974965e-06,1.34838278339916e-05,0,2020-04-17
