"","yhat","yhat_lower","yhat_upper","trend","trend_lower","trend_upper","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active","y","cap","floor","date"
"1",1.1694112955757,0,5.44418314302438,1.1694112955757,1.1694112955757,1.1694112955757,"PR",2933404,64,2,64,2,64,2,64,64,2.18176562110095e-05,2.18176562110095e-05,2.18176562110095e-05,2.18176562110095e-05,2,63,0,2020-03-28
"2",1.18012337157505,0,5.26363642577296,1.18012337157505,1.18012337157505,1.18012337157505,"PR",2933404,36,1,100,3,100,3,100,100,3.40900878297023e-05,1.22724316186928e-05,3.40900878297023e-05,3.40900878297023e-05,1,63,0,2020-03-29
"3",1.1909316826431,0,6.1831697676343,1.1909316826431,1.1909316826431,1.1909316826431,"PR",2933404,27,2,127,5,127,5,127,127,4.32944115437219e-05,9.20432371401962e-06,4.32944115437219e-05,4.32944115437219e-05,2,63,0,2020-03-30
"4",1.20183705856663,0,5.60736093687682,1.20183705856663,1.20183705856663,1.20183705856663,"PR",2933404,47,1,174,6,174,6,174,174,5.9316752823682e-05,1.60223412799601e-05,5.9316752823682e-05,5.9316752823682e-05,1,63,0,2020-03-31
"5",1.21284033564761,0,5.85037214293436,1.21284033564761,1.21284033564761,1.21284033564761,"PR",2933404,65,2,239,8,239,8,239,239,8.14753099129885e-05,2.21585570893065e-05,8.14753099129885e-05,8.14753099129885e-05,2,63,0,2020-04-01
"6",1.22394235674247,0,5.58274183088362,1.22394235674247,1.22394235674247,1.22394235674247,"PR",2933404,47,3,286,11,286,11,286,286,9.74976511929485e-05,1.60223412799601e-05,9.74976511929485e-05,9.74976511929485e-05,3,63,0,2020-04-02
"7",1.23514397130131,0,5.56530306852926,1.23514397130131,1.23514397130131,1.23514397130131,"PR",2933404,30,1,316,12,316,12,316,316,0.000107724677541859,1.02270263489107e-05,0.000107724677541859,0.000107724677541859,1,63,0,2020-04-03
"8",1.24644603540718,0,5.60865824725825,1.24644603540718,1.24644603540718,1.24644603540718,"PR",2933404,62,3,314,13,378,15,378,378,0.000128860531996275,2.11358544544154e-05,0.000128860531996275,0.000128860531996275,3,63,0,2020-04-04
"9",1.25784941181528,0,5.72786828775485,1.25784941181528,1.25784941181528,1.25784941181528,"PR",2933404,74,3,352,15,452,18,452,452,0.000154087196990254,2.52266649939797e-05,0.000154087196990254,0.000154087196990254,3,63,0,2020-04-05
"10",1.26935496999221,0,5.80589681643262,1.26935496999221,1.26935496999221,1.26935496999221,"PR",2933404,23,2,348,15,475,20,475,475,0.000161927917191086,7.84072020083153e-06,0.000161927917191086,0.000161927917191086,2,63,0,2020-04-06
"11",1.28096358789261,0,5.59588750795768,1.28096358789261,1.28096358789261,1.28096358789261,"PR",2933404,38,1,339,15,513,21,513,513,0.000174882150566373,1.29542333752869e-05,0.000174882150566373,0.000174882150566373,1,63,0,2020-04-07
"12",1.29267614681701,0,5.54514095355734,1.29267614681701,1.29267614681701,1.29267614681701,"PR",2933404,60,2,334,15,573,23,573,573,0.000195336203264194,2.04540526978214e-05,0.000195336203264194,0.000195336203264194,2,63,0,2020-04-08
"13",1.30449353660161,0,6.01664567806797,1.30449353660161,1.30449353660161,1.30449353660161,"PR",2933404,47,1,334,13,620,24,556,620,0.000211358544544154,1.60223412799601e-05,0.000189540888333145,0.000211358544544154,1,63,0,2020-04-09
"14",1.31641665395058,0,5.80772610897346,1.31641665395058,1.31641665395058,1.31641665395058,"PR",2933404,63,9,367,21,683,33,583,683,0.000232835299876867,2.14767553327124e-05,0.000198745212047164,0.000232835299876867,9,63,0,2020-04-10
"15",1.3284464024751,0,5.43079758179924,1.3284464024751,1.3284464024751,1.3284464024751,"PR",2933404,42,6,347,24,725,39,598,725,0.000247153136765342,1.4317836888475e-05,0.00020385872522162,0.000247153136765342,6,63,0,2020-04-11
"16",1.34058369273239,0,5.73563831006397,1.34058369273239,1.34058369273239,1.34058369273239,"PR",2933404,63,3,336,24,788,42,614,788,0.000268629892098054,2.14767553327124e-05,0.000209313139274372,0.000268629892098054,3,63,0,2020-04-12
"17",1.35282944226461,0,5.54967641921133,1.35282944226461,1.35282944226461,1.35282944226461,"PR",2933404,109,2,422,24,897,44,658,897,0.00030578808783243,3.71581957343755e-05,0.000224312777919441,0.00030578808783243,2,63,0,2020-04-13
"18",1.36518457563772,0,5.62664976190007,1.36518457563772,1.36518457563772,1.36518457563772,"PR",2933404,6,1,390,24,903,45,617,903,0.000307833493102212,2.04540526978214e-06,0.000210335841909263,0.000307833493102212,1,63,0,2020-04-14
"19",1.3776500244803,0,5.804733084952,1.3776500244803,1.3776500244803,1.3776500244803,"PR",2933404,20,0,350,22,923,45,607,859,0.000314651510668152,6.81801756594046e-06,0.000206926833126293,0.000292833854457143,0,63,0,2020-04-15
"20",1.39022673561693,0,5.41520327455999,1.39022673561693,1.39022673561693,1.39022673561693,"PR",2933404,51,6,354,27,974,51,596,874,0.0003320374554613,1.73859447931482e-05,0.000203176923465026,0.000297947367631598,6,63,0,2020-04-16
"21",1.40291564696708,0,6.13467431548255,1.40291564696708,1.40291564696708,1.40291564696708,"PR",2933404,69,5,360,23,1043,56,591,916,0.000355559616063795,2.35221606024946e-05,0.000201472419073541,0.000312265204520073,5,63,0,2020-04-17
"22",1.41571771158083,0,5.86862379369658,1.41571771158083,1.41571771158083,1.41571771158083,"PR",2933404,25,2,343,19,1068,58,593,894,0.00036408213802122,8.52252195742557e-06,0.000202154220830135,0.000304765385197538,2,63,0,2020-04-18
"23",1.42863388972509,0,6.110312538601,1.42863388972509,1.42863388972509,1.42863388972509,"PR",2933404,50,2,330,18,1118,60,605,879,0.000381127181936072,1.70450439148511e-05,0.000206245031369699,0.000299651872023083,2,63,0,2020-04-19
"24",1.44166514892193,0,5.76617944719241,1.44166514892193,1.44166514892193,1.44166514892193,"PR",2933404,95,2,316,18,1213,62,640,927,0.000413512765374289,3.23855834382172e-05,0.000218176562110095,0.00031601511418134,2,63,0,2020-04-20
"25",1.45481246398677,0,5.89244504310547,1.45481246398677,1.45481246398677,1.45481246398677,"PR",2933404,39,1,349,18,1252,63,632,936,0.000426807899627873,1.32951342535839e-05,0.000215449355083718,0.000319083222086013,1,63,0,2020-04-21
"26",1.46807681706637,0,5.60692682956027,1.46807681706637,1.46807681706637,1.46807681706637,"PR",2933404,0,0,329,18,1252,63,569,874,0.000426807899627873,0,0.000193972599751006,0.000297947367631598,0,63,0,2020-04-22
"27",1.48145919767677,0,5.64494156281559,1.48145919767677,1.48145919767677,1.48145919767677,"PR",2933404,0,1,278,13,1252,64,527,800,0.000426807899627873,0,0.000179654762862531,0.000272720702637618,1,63,0,2020-04-23
"28",1.49496060274102,0,5.87307818668685,1.49496060274102,1.49496060274102,1.49496060274102,"PR",2933404,0,5,209,13,1252,69,464,777,0.000426807899627873,0,0.000158178007529819,0.000264879982436787,5,63,0,2020-04-24
