"","yhat","yhat_lower","yhat_upper","trend","trend_lower","trend_upper","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active","y","date"
"1",2.28438522738228e-07,0,5.85222177089508,2.28438522738228e-07,2.28438522738228e-07,2.28438522738228e-07,"RS",6963764,9,1,94,1,135,1,135,135,1.93860676496217e-05,1.29240450997478e-06,1.93860676496217e-05,1.93860676496217e-05,1,2020-03-21
"2",3.12304322588779e-07,0,5.39366097056175,3.12304322588779e-07,3.12304322588779e-07,3.12304322588779e-07,"RS",6963764,27,0,177,1,249,1,225,249,3.57565247759689e-05,3.87721352992433e-06,3.23101127493695e-05,3.57565247759689e-05,0,2020-03-25
"3",3.37699298409085e-07,0,5.82193373180301,3.37699298409085e-07,3.37699298409085e-07,3.37699298409085e-07,"RS",6963764,54,1,209,2,303,2,262,303,4.35109518358175e-05,7.75442705984867e-06,3.76233312903769e-05,4.35109518358175e-05,1,2020-03-26
"4",3.65159262595343e-07,0,6.02336956687638,3.65159262595343e-07,3.65159262595343e-07,3.65159262595343e-07,"RS",6963764,81,1,258,3,384,3,338,384,5.51425924255905e-05,1.1631640589773e-05,4.85369693746083e-05,5.51425924255905e-05,1,2020-03-27
"5",3.94852129341481e-07,0,6.05212431893868,3.94852129341481e-07,3.94852129341481e-07,3.94852129341481e-07,"RS",6963764,73,3,322,5,457,6,402,456,6.56254290064971e-05,1.04828365809065e-05,5.77274014455401e-05,6.54818285053888e-05,3,2020-03-28
"6",4.26959466756479e-07,0,6.03513324707085,4.26959466756479e-07,4.26959466756479e-07,4.26959466756479e-07,"RS",6963764,202,4,510,9,659,10,602,654,9.46327302303754e-05,2.90073012238784e-05,8.64475016672018e-05,9.39147277248339e-05,4,2020-03-29
"7",4.61677607130171e-07,0,6.06192236990116,4.61677607130171e-07,4.61677607130171e-07,4.61677607130171e-07,"RS",6963764,82,3,553,12,741,13,669,723,0.000106407971321257,1.17752410908813e-05,9.60687352414585e-05,0.000103823162301307,3,2020-03-30
"8",4.99218847480092e-07,0,5.91651654882579,4.99218847480092e-07,4.99218847480092e-07,4.99218847480092e-07,"RS",6963764,44,3,563,15,785,16,691,761,0.000112726393370022,6.31842204876558e-06,9.92279462658413e-05,0.000109279981343423,3,2020-03-31
"9",5.39812750465607e-07,0,5.73192746287827,5.39812750465607e-07,5.39812750465607e-07,5.39812750465607e-07,"RS",6963764,115,7,651,22,900,23,774,859,0.000129240450997478,1.65140576274555e-05,0.000111146787857831,0.000123352830452037,7,2020-04-01
"10",5.8370754032877e-07,0,5.99759874509099,5.8370754032877e-07,5.8370754032877e-07,5.8370754032877e-07,"RS",6963764,160,0,757,21,1060,23,925,1014,0.000152216531174807,2.29760801773294e-05,0.000132830463525186,0.000145610908123825,0,2020-04-02
"11",6.3117162816449e-07,0,6.03707520838392,6.3117162816449e-07,6.3117162816449e-07,6.3117162816449e-07,"RS",6963764,111,8,787,28,1171,31,1022,1116,0.000168156186797829,1.59396556230223e-05,0.000146759712132691,0.000160258159236872,8,2020-04-03
"12",6.82495250872473e-07,0,6.1319022663064,6.82495250872473e-07,6.82495250872473e-07,6.82495250872473e-07,"RS",6963764,305,8,1019,33,1476,39,1288,1419,0.000211954339635864,4.37981528380341e-05,0.000184957445427502,0.00020376911107269,8,2020-04-04
