"","yhat","yhat_lower","yhat_upper","trend","trend_lower","trend_upper","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active","y","date"
"1",0.010994083753517,0,0.18782327160265,0.010994083753517,0.010994083753517,0.010994083753517,"AG",97115,0,0,6,0,7,0,7,7,7.20794933841322e-05,0,7.20794933841322e-05,7.20794933841322e-05,0,2020-03-29
"2",0.0111426466824154,0,0.209855600335579,0.0111426466824154,0.0111426466824154,0.0111426466824154,"AG",97115,6,0,8,0,15,0,14,15,0.000154456057251712,6.17824229006848e-05,0.000144158986768264,0.000154456057251712,0,2020-04-04
"3",0.0111676008923298,0,0.210714998915575,0.0111676008923298,0.0111676008923298,0.0111676008923298,"AG",97115,0,0,8,0,15,0,14,15,0.000154456057251712,0,0.000144158986768264,0.000154456057251712,0,2020-04-05
"4",0.0111926107784843,0,0.213767281269127,0.0111926107784843,0.0111926107784843,0.0111926107784843,"AG",97115,0,0,8,0,15,0,12,15,0.000154456057251712,0,0.00012356484580137,0.000154456057251712,0,2020-04-06
"5",0.0112176764641617,0,0.228214702495069,0.0112176764641617,0.0112176764641617,0.0112176764641617,"AG",97115,0,0,8,0,15,0,12,14,0.000154456057251712,0,0.00012356484580137,0.000144158986768264,0,2020-04-07
"6",0.0112427980729136,0,0.211080685587502,0.0112427980729136,0.0112427980729136,0.0112427980729136,"AG",97115,0,0,8,0,15,0,8,14,0.000154456057251712,0,8.23765638675797e-05,0.000144158986768264,0,2020-04-08
"7",0.0112679757285611,0,0.221050807005025,0.0112679757285611,0.0112679757285611,0.0112679757285611,"AG",97115,0,0,8,0,15,0,8,14,0.000154456057251712,0,8.23765638675797e-05,0.000144158986768264,0,2020-04-09
"8",0.0112932095546891,0,0.208273689148538,0.0112932095546891,0.0112932095546891,0.0112932095546891,"AG",97115,4,2,10,2,19,2,12,18,0.000195644339185502,4.11882819337898e-05,0.00012356484580137,0.000185347268702054,2,2020-04-10
"9",0.0113184996761627,0,0.213369287833455,0.0113184996761627,0.0113184996761627,0.0113184996761627,"AG",97115,2,0,6,2,21,2,14,20,0.000216238480152397,2.05941409668949e-05,0.000144158986768264,0.000205941409668949,0,2020-04-11
"10",0.0113438462176142,0,0.195239725545961,0.0113438462176142,0.0113438462176142,0.0113438462176142,"AG",97115,0,0,6,2,21,2,14,18,0.000216238480152397,0,0.000144158986768264,0.000185347268702054,0,2020-04-12
"11",0.0113692493039478,0,0.190894951885633,0.0113692493039478,0.0113692493039478,0.0113692493039478,"AG",97115,0,0,6,2,21,2,14,18,0.000216238480152397,0,0.000144158986768264,0.000185347268702054,0,2020-04-13
