"","yhat","yhat_lower","yhat_upper","trend","trend_lower","trend_upper","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active","y","date"
"1",1.11647480925312e-08,0,94.3844350549782,1.11647480925312e-08,1.11647480925312e-08,1.11647480925312e-08,"CN",1433783692,0,0,0,1,59,1,32,59,4.11498612581513e-08,0,2.23185688179804e-08,4.11498612581513e-08,0,2020-01-14
"2",1.11837570486257e-08,0,103.607118629447,1.11837570486257e-08,1.11837570486257e-08,1.11837570486257e-08,"CN",1433783692,0,1,0,2,59,2,15,59,4.11498612581513e-08,0,1.04618291334283e-08,4.11498612581513e-08,1,2020-01-15
"3",1.12027983691236e-08,0,97.785847341144,1.12027983691236e-08,1.12027983691236e-08,1.12027983691236e-08,"CN",1433783692,0,0,0,2,59,2,15,59,4.11498612581513e-08,0,1.04618291334283e-08,4.11498612581513e-08,0,2020-01-16
"4",1.12218721091282e-08,0,89.3866957726416,1.12218721091282e-08,1.12218721091282e-08,1.12218721091282e-08,"CN",1433783692,4,0,4,2,63,2,4,63,4.39396823603989e-08,2.78982110224755e-09,2.78982110224755e-09,4.39396823603989e-08,0,2020-01-17
"5",1.12409783238365e-08,0,99.1000571578317,1.12409783238365e-08,1.12409783238365e-08,1.12409783238365e-08,"CN",1433783692,17,0,21,1,80,2,21,53,5.5796422044951e-08,1.18567396845521e-08,1.46465607867996e-08,3.696512960478e-08,0,2020-01-18
"6",1.12601170685394e-08,0,102.278032443481,1.12601170685394e-08,1.12601170685394e-08,1.12601170685394e-08,"CN",1433783692,136,1,157,2,216,3,157,189,1.50650339521368e-07,9.48539174764167e-08,1.09500478263216e-07,1.31819047081197e-07,1,2020-01-19
"7",1.12792883986223e-08,0,100.243796077179,1.12792883986223e-08,1.12792883986223e-08,1.12792883986223e-08,"CN",1433783692,19,0,176,2,235,3,176,208,1.63901989757043e-07,1.32516502356759e-08,1.22752128498892e-07,1.45070697316873e-07,0,2020-01-20
"8",1.12984923695645e-08,0,103.909676650275,1.12984923695645e-08,1.12984923695645e-08,1.12984923695645e-08,"CN",1433783692,151,3,327,5,386,6,327,342,2.69217736366888e-07,1.05315746609845e-07,2.28067875108737e-07,2.38529704242165e-07,3,2020-01-21
"9",1.13177290369399e-08,0,97.1156962914179,1.13177290369399e-08,1.13177290369399e-08,1.13177290369399e-08,"CN",1433783692,140,11,467,15,526,17,467,482,3.66861474945553e-07,9.76437385786642e-08,3.25711613687401e-07,3.3617344282083e-07,11,2020-01-22
"10",1.13369984564171e-08,0,101.999508511678,1.13369984564171e-08,1.13369984564171e-08,1.13369984564171e-08,"CN",1433783692,97,0,564,15,623,17,564,564,4.34514636675056e-07,6.76531617295031e-08,3.93364775416904e-07,3.93364775416904e-07,0,2020-01-23
"11",1.13563006837593e-08,0,102.413702627877,1.13563006837593e-08,1.13563006837593e-08,1.13563006837593e-08,"CN",1433783692,259,9,819,24,882,26,823,823,6.15155553045585e-07,1.80640916370529e-07,5.74005691787433e-07,5.74005691787433e-07,9,2020-01-24
"12",1.13756357748249e-08,0,100.00487033273,1.13756357748249e-08,1.13756357748249e-08,1.13756357748249e-08,"CN",1433783692,441,15,1243,39,1323,41,1264,1264,9.22733329568377e-07,3.07577776522792e-07,8.81583468310225e-07,8.81583468310225e-07,15,2020-01-25
"13",1.1395003785567e-08,0,103.588077256852,1.1395003785567e-08,1.1395003785567e-08,1.1395003785567e-08,"CN",1433783692,665,15,1772,53,1988,56,1929,1929,1.38654108781703e-06,4.63807758248655e-07,1.34539122655888e-06,1.34539122655888e-06,15,2020-01-26
